show_id,type,title,director,cast,country,date_added,release_year,age_rating,movie_runtime,genre,IMDB Rating,description
tm71992,Movie,Grandmaster,,,['IN'],,2012,,130 min,"['thriller', 'action']",6.5,"Chandrashekhar lives alone in a dark and violent city. Even with crime occurring all around him, he withdraws from all responsibility and lives quietly. Soon, change is forced upon him in order to catch a serial killer. Like a grandmaster who anticipates his opponents moves well in advance, he proceeds forward. But only once, just once, he makes a fatal mistake."
s2464,Movie,Grandmother's Farm,Ahmed Zein,"Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Muhammed Murshed, Meera Ali, Am Rashed, Amal Mohammed, Aisha Al Suwaidi",United Arab Emirates,28-May-20,2014,TV-14,71 min,"Comedies, Horror Movies, International Movies",,A guys' getaway to an isolated farm in the desert goes from fun to frightening when a mysterious guest crashes the party.
tm681614,Movie,Grandmother's Farm,,,[],,2013,,71 min,"['comedy', 'horror']",,
s2465,Movie,Grandmother's Farm Part 2,Ahmed Zein,"Mansour Al Felei, Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Salama Almazrouei, Am Rashed, Aisha Al Suwaidi, Muhammed Murshed",United Arab Emirates,28-May-20,2015,TV-14,80 min,"Comedies, Horror Movies, International Movies",,"After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah — and right into more terror."
tm562821,Movie,Grandmother's Farm Part 2,,,['AE'],,2015,,80 min,"['comedy', 'horror', 'thriller']",,"After the mysterious events that occurred to 5 five friends on the farm (in part 1), they decided to go for a new adventure trip set off from Abu Dhabi to Fujairah in an mood of funny situations, but they face more frightening events that turned their journey from joy and fun to fear and horror."
s6893,Movie,Grass,Tanuj Chopra,"Emily Chang, Pia Shah, Anthony Ma",United States,14-Feb-19,2017,TV-MA,57 min,"Comedies, Independent Movies",,Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.
s3896,Movie,Grass Is Greener,Fab Five Freddie,,,20-Apr-19,2019,TV-MA,98 min,"Documentaries, Music & Musicals",,It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.
tm464435,Movie,Grass Is Greener,,,['US'],,2019,,97 min,['documentation'],6.9,"Weed. Marijuana. Grass. Pot. Whatever you prefer to call it, America’s relationship with cannabis is a complicated one. In his directorial debut, hip hop pioneer Fab 5 Freddy presents an unparalleled look at the racially biased history of the war on marijuana. A range of celebrities and experts discuss the plant’s influence on music and popular culture, and the devastating impact its criminalization has had on Black and Latino communities. As more and more states join the push to legalize marijuana, this documentary dives deep into the glaring racial disparities in the growing cannabis market."
s6894,Movie,Grease,Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Eve Arden, Dody Goodman, Sid Caesar, Joan Blondell, Frankie Avalon",United States,1-Nov-19,1978,PG,110 min,"Classic Movies, Comedies, Music & Musicals",,John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.
s2755,Movie,Greater,David Hunt,"Neal McDonough, Leslie Easterbrook, Christopher Severio, Michael Parks, Nick Searcy, Peter Gray Lewis, Fredric Lehne, M.C. Gainey, Texas Battle, Josh Emerson",United States,31-Mar-20,2016,PG,131 min,"Children & Family Movies, Dramas, Sports Movies",,Faith and determination transform a talentless football player at the University of Arkansas into an All-American in this inspiring true story.
s144,Movie,Green Lantern,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett",United States,1-Sep-21,2011,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",,Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.
s6897,Movie,Green Room,Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Patrick Stewart, Alia Shawkat, Joe Cole, Callum Turner, Macon Blair, David W. Thompson, Mark Webber, Eric Edelstein, Kai Lennox",United States,12-Nov-18,2015,R,95 min,"Horror Movies, Thrillers",,"At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis."
tm999817,Movie,Green Snake,,,['CN'],,2021,,131 min,"['fantasy', 'animation', 'action']",8.6,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life."
s6898,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,"Ifeanyi Dike Jr., Jamal Ibrahim, Samuel Robinson, Cristabel Goddy, Okey Uzoeshi, Bimbo Manuel, Meg Otanwa, Eric Didie, Donatus Ekwuazi, Omoye Uzamere",Nigeria,1-Jan-18,2016,TV-MA,102 min,"Comedies, Independent Movies, International Movies",,"Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go."
s933,Movie,Green Zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States",1-May-21,2010,R,115 min,Action & Adventure,,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military."
s4933,Movie,Greg Davies: You Magnificent Beast,Peter Orton,Greg Davies,United Kingdom,10-Apr-18,2018,TV-MA,66 min,Stand-Up Comedy,,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special."
tm408104,Movie,Greg Davies: You Magnificent Beast,,,['GB'],,2018,,66 min,['comedy'],6.5,"Greg is back with his first stand up show in four years, and biggest ever tour, You Magnificent Beast."
s3355,Movie,Grego Rossello: Disculpe las molestias,Juani Libonatti,Grego Rossello,Argentina,31-Oct-19,2019,TV-MA,65 min,Stand-Up Comedy,,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more."
tm852060,Movie,Grego Rossello: Disculpe las molestias,,,['AR'],,2019,,65 min,['comedy'],,Gregoria Rosello is a comediant of stand up. In his show he told with the audience about parts of his life and very common things that happened in Argentina. The show is incredible but in my opinion only people that are Argentinean can understand all the show.
s5833,Movie,Gridlocked,Allan Ungar,"Dominic Purcell, Cody Hackman, Stephen Lang, Trish Stratus, Danny Glover, Vinnie Jones, Saul Rubinek, Richard Gunn, Steve Byers, James A. Woods",Canada,14-Jul-16,2015,R,114 min,Action & Adventure,,"An embittered cop is tasked with baby-sitting a spoiled actor, but the two must learn to fight together when they run afoul of a group of mercenaries."
tm221883,Movie,Gridlocked,,,['CA'],,2016,R,114 min,['action'],5.8,Former SWAT leader David Hendrix and hard-partying movie star Brody Walker must cut their ride-along short when a police training facility is attacked by a team of mercenaries.
s5612,Movie,Grillo vs Grillo,,Beppe Grillo,Italy,10-Feb-17,2017,TV-MA,96 min,Stand-Up Comedy,,"Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics."
tm306680,Movie,Grillo vs Grillo,,,['XX'],,2017,,95 min,"['comedy', 'european']",6,"Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics."
s6899,Movie,Gringo: The Dangerous Life of John McAfee,Nanette Burstein,,United States,1-Apr-18,2016,TV-MA,97 min,Documentaries,,"Tech tycoon John McAfee made millions from his anti-virus software. Now, he may be best known for his bizarre and scandalous lifestyle."
s1545,Movie,Grizzlies,Miranda de Pencier,"Ben Schnetzer, Emerald MacDonald, Booboo Stewart, Will Sasso, Paul Nutarariaq, Ricky Marty-Pahtaykan, Tantoo Cardinal, Eric Schweig",Canada,15-Dec-20,2018,R,106 min,"Dramas, Independent Movies, Sports Movies",,A group of disaffected students form an unlikely bond through the game of lacrosse when a new teacher introduces the sport to their remote Arctic town.
s1323,Movie,Growing up and other problems,Clara Martínez-Lázaro,"Silvia Alonso, Bárbara Goenaga, María Esteve, Vito Sanz, Francesco Carril",Spain,11-Feb-21,2018,TV-14,91 min,"Comedies, Dramas, International Movies",,A 30-something woman without a steady partner or income samples stability when her pregnant best friend asks her to be the godmother of her child.
s6900,Movie,Growing Up Coy,Eric Juhola,,United States,6-Jan-17,2016,TV-PG,82 min,"Documentaries, LGBTQ Movies",,"Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case."
s5597,Movie,Growing Up Wild,Keith Scholey,Daveed Diggs,United States,19-Feb-17,2016,G,78 min,"Children & Family Movies, Documentaries",,"Five baby animals from different parts of the world grow up learning to survive in the wild, nurtured by the love and guidance of their families."
s28,Movie,Grown Ups,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider, Salma Hayek, Maria Bello, Maya Rudolph, Colin Quinn, Tim Meadows, Joyce Van Patten",United States,20-Sep-21,2010,PG-13,103 min,Comedies,,"Mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid."
tm93055,Movie,Grown Ups,,,['US'],,2010,PG-13,102 min,"['comedy', 'drama', 'european']",6.3,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend."
tm1102891,Movie,Grudge,,,['TR'],,2021,,104 min,"['thriller', 'crime', 'drama']",6.4,"Ahead of a promotion, a police chief becomes entangled in a deadly incident and uncovers an intrigue fueled by grudge that threatens his colleagues."
tm1111559,Movie,Grumpy Christmas,,,['MX'],,2021,,87 min,['comedy'],7.6,"Bitter, grumpy patriarch Don Servando and his family travel to spend Christmas with Doña Alicia, a relative who becomes his ""ultimate nemesis"". It may be Christmas, but Don Servando is set on proving to everyone that Doña Alicia is a terrible person."
s3206,Movie,Guatemala: Heart of the Mayan World,"Luis Ara, Ignacio Jaunsolo",Christian Morales,"Uruguay, Guatemala",30-Nov-19,2019,TV-G,67 min,"Documentaries, International Movies",,"From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders."
tm844978,Movie,Guatemala: Heart of the Mayan World,,,"['GT', 'UY']",,2019,,66 min,['documentation'],7,"From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders."
tm472999,Movie,Guddiyan Patole,,,['IN'],,2019,,127 min,"['comedy', 'drama']",9.3,"Guddiyan Patole is a Punjabi movie starring Sonam Bajwa, Gurnam Bhullar and Nirmal Rishi in prominent roles. It is a drama directed by Vijay Kumar Arora, with Jagdeep Sidhu as writer, forming part of the crew."
s1516,Movie,Guest House,Sam Macaroni,"Pauly Shore, Mike Castle, Aimee Teegarden, Billy Zane, Charlotte McKinney, Louis Ferrigno,  Jr., Erik Griffin, Bobby Lee, Punkie Johnson, Mikaela Hoover, Chris Kattan, Steve-O",United States,18-Dec-20,2020,R,84 min,Comedies,,The only downside to a young couple’s new dream home — and fresh start — is the nightmare of the raucous houseguest in back who refuses to leave.
s1793,Movie,Guillermo Vilas: Settling the Score,Matías Gueilburt,,Argentina,27-Oct-20,2020,TV-14,95 min,"Documentaries, International Movies, Sports Movies",,"An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s."
tm943808,Movie,Guillermo Vilas: Settling the Score,,,['AR'],,2020,,94 min,"['documentation', 'sport']",8.1,"For more than forty years, Argentinean sportsman Guillermo Vilas, a tennis legend, has tirelessly demanded that the official rankings (1973-78) be revised in order to finally be recognized as the best player in the world. Eduardo Puppo, a sports journalist, making Vilas' demand his own, fought for more than ten years against a powerful sports corporation to prove that Vilas was indeed unfairly displaced from the top of world tennis."
s2834,Movie,Guilty,Ruchi Narain,"Kiara Advani, Akansha Ranjan Kapoor, Gurfateh Pirzada, Taher Shabbir, Niki Walia, Manu Rishi Chadha, Dalip Tahil, Kunal Vijaykar",India,6-Mar-20,2020,TV-MA,120 min,"Dramas, International Movies",,"When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth."
tm858416,Movie,Guilty,,,['IN'],,2020,,119 min,['thriller'],6.7,A young woman from a small town accuses the college heartthrob of sexual assault.
s2726,Movie,Gumrah,Mahesh Bhatt,"Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy, Soni Razdan, Reema Lagoo, Kunika, Tom Alter, Bob Christo, Anang Desai",India,1-Apr-20,1993,TV-14,149 min,"Action & Adventure, Dramas, International Movies",,"Jailed for drug trafficking while searching for the dad she's never met, a singer gets unlikely support from a crook whose love she has long rejected."
tm256669,Movie,Gumrah,,,['IN'],,1993,,149 min,"['action', 'crime', 'drama', 'thriller']",6.7,"Roshni Chadha makes her living, singing in various places and this makes her the breadwinner of her home. She soon gets to meet the handsome and wealthy Rahul Malhotra, who finds out that she can actually sing professionally and he helps her to attain this goal, which soon became a success and Roshni falls in love with Rahul and finds out that he has the same feelings for her. On a foreign trip, Roshni is arrested by the police for having in her possession cocaine, Rahul disappears leaving Roshni in hot-soup and now she must prepare to undergo her prison terms as there is no one to help her."
s4468,Movie,Gun City,Dani de la Torre,"Luis Tosar, Michelle Jenner, Vicente Romero, Manolo Solo, Paco Tous, Adriana Torrebejano, Pep Tosar, Jaime Lorente, Ernesto Alterio, Fernando Cayo","Spain, France",31-Oct-18,2018,TV-MA,126 min,"Dramas, International Movies, Thrillers",,"In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war."
tm429174,Movie,Gun City,,,"['FR', 'ES']",,2018,,127 min,"['drama', 'history', 'thriller', 'action', 'crime', 'european']",6.3,"Barcelona, ​​Spain, 1921. A tough cop from Madrid arrives in the city to locate, under the suspicious scrutiny of corrupt local police officers, a significant amount of military weaponry stolen from a train, allegedly by revolutionary anarchists."
